Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,Short Answer Questions (QPG),Name any two hard rocks.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,Short Answer Questions (QPG),what are rocks made of?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,Short Answer Questions (QPG),Which rock is used for running steam engines?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,True or False (QPG),Granite is a very hard rock.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,True or False (QPG),Our earth is made of rocks,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,True or False (QPG),Slate is used for cooking.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 10 Rocks and Minerals,,,True or False (QPG),Slate is used for making blackboards.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 10 Rocks and Minerals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Multiple Choice Question (QPG) Test Paper,Gentle wind is called,Not Available,storm,none of these,rain,breeze,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Multiple Choice Question (QPG) Test Paper,We must breathe in,Not Available,impure air,dirty air,clean air,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Multiple Choice Question (QPG) Test Paper,Which of the following does not need air to live?,Not Available,plant,man,balloon,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Short Answer Questions (QPG),What does air contain?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Short Answer Questions (QPG),What is breeze?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,Short Answer Questions (QPG),What is storm?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,True or False (QPG),Animals do not need air to live.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,True or False (QPG),Smoke mixes with the air and make it fresh.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,True or False (QPG),Water from wet clothes goes into the air.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 11 Air,,,True or False (QPG),We must breathe clean and fresh air.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 11 Air True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Fill in the blank (QPG),__________ kills most of the germs present n water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Fill in the blank (QPG),The water we get from rain is called __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Fill in the blank (QPG),We should not waste __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Fill in the blank (QPG),When water boils __________ is formed.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Multiple Choice Question (QPG) Test Paper,Water is used for,Not Available,drinking,bathing,all of these,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Multiple Choice Question (QPG) Test Paper,We get groundwater through,Not Available,rivers,ponds,tube well,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Multiple Choice Question (QPG) Test Paper,"When water is kept in freezer, it get converted into",Not Available,ice,dirt,steam,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Short Answer Questions (QPG),Name any three sources of water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Short Answer Questions (QPG),Write down any one way in which you can save water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 12 Water,,,Short Answer Questions (QPG),Write down any three uses of water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 12 Water Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Fill in the blank (QPG),A shadow is __________ at noon.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Fill in the blank (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Fill in the blank (QPG),Shadow are __________ in the morning and evening.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Fill in the blank (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Fill in the blank (QPG),The __________ gives us heat and light.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Fill in the blank (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Fill in the blank (QPG),The sun is a big ball of __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Fill in the blank (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Fill in the blank (QPG),We need __________ to see things around us.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Fill in the blank (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Multiple Choice Question (QPG) Test Paper,Shadow is formed on the__________side of the sources of light.,Not Available,same,opposite,right,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Multiple Choice Question (QPG) Test Paper",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Multiple Choice Question (QPG) Test Paper,What gives us heat and light?,Not Available,sun,sky,shadow,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Multiple Choice Question (QPG) Test Paper",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Multiple Choice Question (QPG) Test Paper,What helps us to see things around?,Not Available,right,none of these,shadow,light,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Multiple Choice Question (QPG) Test Paper",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Short Answer Questions (QPG),What do we need to see objects around us?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Short Answer Questions (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Short Answer Questions (QPG),What gives us heat and light?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Short Answer Questions (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,Short Answer Questions (QPG),When is your shadow long?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow Short Answer Questions (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,True or False (QPG),A shadow is a dark patch.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow True or False (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,True or False (QPG),Our shadow is short at noon.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow True or False (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,True or False (QPG),The sun gives us heat and light.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow True or False (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,True or False (QPG),We cannot see in the dark.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow True or False (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),"Chapter 13 The Sun, Light and Shadow",,,True or False (QPG),We see the sun in the sky during night.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Science Success (2023-24) Class 2 Chapter 13 The Sun, Light and Shadow True or False (QPG)",1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Fill in the blank (QPG),Aloevera and __________ are use to make medicines.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Fill in the blank (QPG),Sugar is obtained from__________.Sweet-smelling flowers are use to make___________.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Fill in the blank (QPG),We get gum from __________ tree.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Fill in the blank (QPG),We get paper from ___________plant.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Multiple Choice Question (QPG) Test Paper,Fibres from cotton plants are use to make,Not Available,cloth,glue,soap,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Multiple Choice Question (QPG) Test Paper,"Wheat, rice and maize are",Not Available,pulses,spices,cereals,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Multiple Choice Question (QPG) Test Paper,which of the following is not obtained from plants?,Not Available,chocolate,paper,pen,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Short Answer Questions (QPG),Name three whose leaves are eaten.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 2 Plants- Our Friends,,,Short Answer Questions (QPG),Who provides food and shelter to animals?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 2 Plants- Our Friends Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Fill in the blank (QPG),A __________ eats the flesh of dead animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Fill in the blank (QPG),A ___________ lives both on land in the water.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Fill in the blank (QPG),A bear lives in a __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Fill in the blank (QPG),A lion lives in a __________.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Fill in the blank (QPG),Zebra and deer eat __________ .,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Multiple Choice Question (QPG) Test Paper,Birds makes nests,Not Available,on trees,in water,in books,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Multiple Choice Question (QPG) Test Paper,Birds makes nexts,Not Available,on trees,in water,in books,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Multiple Choice Question (QPG) Test Paper,"Lion, tiger and owl live in",Not Available,forests,homes,sky,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Multiple Choice Question (QPG) Test Paper,Snakes and moles lives in,Not Available,dens,caves,holes,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Short Answer Questions (QPG),Define wild animal.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Short Answer Questions (QPG),Which animals help to keep the forest clean?,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,Short Answer Questions (QPG),Write down the names of any three wild animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals Short Answer Questions (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,True or False (QPG),A birds make a den on trees.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,True or False (QPG),All wild animals eat same kind of food.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,True or False (QPG),Rhinoceros and zebra live in forests.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 3 Wild Animals,,,True or False (QPG),We should kill wild animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 3 Wild Animals True or False (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Fill in the blank (QPG),Cow and__________are farm animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Fill in the blank (QPG),Cow are kept in a__________.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Fill in the blank (QPG),Dog and__________are pet animal.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Fill in the blank (QPG),We get milk from__________.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Fill in the blank (QPG),We should be kind and___________to animals.,Not Available,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Fill in the blank (QPG),1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Multiple Choice Question (QPG) Test Paper,A rabbit is kept in a/an,Not Available,aquarium,cage,hutch,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Multiple Choice Question (QPG) Test Paper,Hens are kept in a,Not Available,stable,shed,coop,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Multiple Choice Question (QPG) Test Paper,1
CBSE,Class 2,Science,Science Success (2023-24),Chapter 4 Animals- Our Friends,,,Multiple Choice Question (QPG) Test Paper,We get silk thread from,Not Available,silkworms,honeybee,sheep,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Science Success (2023-24) Class 2 Chapter 4 Animals- Our Friends Multiple Choice Question (QPG) Test Paper,1
